"MetaCyc"	meta
"Corynebacterium ureicelerivorans"	gcf_000747315
"Corynebacterium variabile DSM 44702"	cvar858619
"Corynebacterium vitaeruminis DSM 20294"	gcf_000550805
"Coxiella burnetii CbuG_Q212"	cbur434923
"Coxiella burnetii CbuK_Q154"	cbur434924
"Coxiella burnetii Dugway 5J108-111"	cbur434922
"Coxiella burnetii RSA 331"	cbur360115
"Coxiella burnetii RSA 493"	cbur227377
"Coxiella endosymbiont of Amblyomma americanum"	gcf_000815025
"Crinalium epipsammum PCC 9333"	cepi1173022
"Croceibacter atlanticus HTCC2559"	catl216432
"Crocinitomix catalasitica ATCC 23190"	gcf_000621625
"Crocosphaera watsonii WH 8501"	cwat165597
"Cronobacter sakazakii ATCC BAA-894"	csak290339
"Cronobacter sakazakii CMCC 45402"	csak1401659
"Cronobacter sakazakii E899"	csak930780
"Cronobacter sakazakii ES15"	csak1138308
"Cronobacter sakazakii SP291"	csak956149
"Cronobacter turicensis z3032"	ctur693216
"Cronobacter zurichensis LMG 23730"	gcf_000463155
"Cryobacterium roopkundense"	gcf_000764165
"Cryptobacterium curtum DSM 15641"	ccur469378
"Cryptosporangium arvum DSM 44712"	gcf_000585375
"Cryptosporidium hominis TU502"	hominis
"Cryptosporidium parvum Iowa"	cparvum
"Cucumibacter marinus DSM 18995"	gcf_000429865
"Cupriavidus basilensis"	gcf_000832305
"Cupriavidus basilensis OR16"	gcf_000243095
"Cupriavidus metallidurans CH34"	cmet266264
"Cupriavidus necator N-1"	cnec1042878
"Cupriavidus taiwanensis"	ctai164546
"Cupriavidus taiwanensis LMG 19424"	ctai977880
"Curtobacterium flaccumfaciens UCD-AKU"	gcf_000349565
"Curvibacter lanceolatus ATCC 14669"	gcf_000381265
"Cyanobacterium aponinum PCC 10605"	capo755178
"cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko"	gcf_000829235
"Cyanobacterium stanieri PCC 7202"	csta292563
"cyanobacterium UCYN-A"	cate713887
"Cyanobium gracile PCC 6307"	cgra292564
"Cyanobium sp. PCC 7001"	csp180281
"Cyanothece sp. ATCC 51142"	csp43989
"Cyanothece sp. ATCC 51472"	csp860575
"Cyanothece sp. CCY0110"	csp391612
"Cyanothece sp. PCC 7424"	csp65393
"Cyanothece sp. PCC 7425"	csp395961
"Cyanothece sp. PCC 7822"	csp497965
"Cyanothece sp. PCC 8801"	csp41431
"Cyanothece sp. PCC 8802"	csp395962
"Cyclobacterium marinum DSM 745"	cmar880070
"Cyclobacterium qasimii M12-11B"	gcf_000427295
"Cycloclasticus sp. P1"	csp385025
"Cycloclasticus zancles 7-ME"	czan1198232
"Cylindrospermopsis raciborskii CS-505"	crac533240
"Cylindrospermum stagnale PCC 7417"	csta56107
"Cystobacter fuscus DSM 2262"	cfus1242864
"Cystobacter violaceus Cb vi76"	gcf_000733295
"Cytophaga aurantiaca DSM 3654"	gcf_000379725
"Cytophaga hutchinsonii ATCC 33406"	chut269798
"Dactylococcopsis salina PCC 8305"	dsal13035
"Dactylosporangium aurantiacum"	gcf_000716715
"Danio rerio"	zfish
"Dechloromonas agitata is5"	gcf_000519045
"Dechloromonas aromatica RCB"	daro159087
"Dechlorosoma suillum PS"	dsui640081
"Deefgea rivuli DSM 18356"	gcf_000620145
"Deferribacter desulfuricans SSM1"	ddes639282
"Defluviitoga tunisiensis"	gcf_000953715
"Dehalobacter restrictus DSM 9455"	gcf_000512895
"Dehalobacter sp. CF"	dsp1131462
"Dehalobacter sp. DCA"	dsp1147129
"Dehalococcoides ethenogenes 195"	dmcc243164
"Dehalococcoides mccartyi BTF08"	dmcc1193806
"Dehalococcoides mccartyi DCMB5"	dmcc1193807
"Dehalococcoides mccartyi GY50"	dmcc1388758
"Dehalococcoides mccartyi VS"	dmcc311424
"Dehalococcoides sp. BAV1"	dmcc216389
"Dehalococcoides sp. CBDB1"	dmcc255470
"Dehalococcoides sp. GT"	dmcc633145
"Dehalogenimonas lykanthroporepellens BL-DC-9"	dlyk552811
"Deinococcus apachensis DSM 19763"	gcf_000381345
"Deinococcus aquatilis DSM 23025"	gcf_000378445
"Deinococcus deserti VCD115"	ddes546414
"Deinococcus ficus DSM 19119"	gcf_000430865
"Deinococcus frigens DSM 12807"	gcf_000701425
"Deinococcus geothermalis DSM 11300"	dgeo319795
"Deinococcus gobiensis I-0"	dgob745776
"Deinococcus maricopensis DSM 21211"	dmar709986
"Deinococcus marmoris DSM 12784"	gcf_000701405
"Deinococcus misasensis DSM 22328"	gcf_000745915
"Deinococcus murrayi DSM 11303"	gcf_000482805
"Deinococcus peraridilitoris DSM 19664"	dper937777
"Deinococcus phoenicis"	gcf_000599865
"Deinococcus proteolyticus MRP"	dpro693977
"Deinococcus radiodurans R1"	drad243230
"Deinococcus swuensis"	gcf_000800395
"Deinococcus wulumuqiensis R12"	gcf_000348665
"Delftia acidovorans SPH-1"	daci398578
"Delftia sp. Cs1-4"	dsp742013
"delta proteobacterium BABL1"	dpro673862
"delta proteobacterium NaphS2"	dpro88274
"Demetria terragena DSM 11295"	gcf_000376825
"Denitrovibrio acetiphilus DSM 12809"	dace522772
"Dermacoccus nishinomiyaensis"	gcf_000725405
"Dermacoccus sp. Ellin185"	dsp188626-hmp
"Dermatophilus congolensis DSM 44180 = NBRC 105199"	gcf_000429885
"Derxia gummosa DSM 723"	gcf_000482785
"Desmospora sp. 8437"	dsp997346-hmp
"Desulfarculus baarsii DSM 2075"	dbaa644282
"Desulfatibacillum alkenivorans AK-01"	dalk439235
"Desulfatiglans anilini DSM 4660"	gcf_000422285
"Desulfatirhabdium butyrativorans DSM 18734"	gcf_000429925
"Desulfitibacter alkalitolerans DSM 16504"	gcf_000620305
"Desulfitobacterium dehalogenans ATCC 51507"	ddeh756499
"Desulfitobacterium dichloroeliminans LMG P-21439"	ddic871963
"Desulfitobacterium hafniense DCB-2"	dhaf272564
"Desulfitobacterium hafniense DP7"	dhaf537010-hmp
"Desulfitobacterium hafniense Y51"	dhaf138119
"Desulfitobacterium metallireducens DSM 15288"	dmet871968
"Desulfobacca acetoxidans DSM 11109"	dace880072
"Desulfobacter curvatus DSM 3379"	gcf_000373985
"Desulfobacter postgatei 2ac9"	gcf_000233695
"Desulfobacter vibrioformis DSM 8776"	gcf_000745975
"Desulfobacterium autotrophicum HRM2"	daut177437
"Desulfobacula toluolica Tol2"	dtol651182
"Desulfobulbus elongatus DSM 2908"	gcf_000621145
"Desulfobulbus japonicus DSM 18378"	gcf_000429945
"Desulfobulbus mediterraneus DSM 13871"	gcf_000429965
"Desulfobulbus propionicus DSM 2032"	dpro577650
"Desulfocapsa sulfexigens DSM 10523"	dsul1167006
"Desulfococcus multivorans DSM 2059"	gcf_000422185
"Desulfococcus oleovorans Hxd3"	dole96561
"Desulfocurvus vexinensis DSM 17965"	gcf_000519125
"Desulfohalobium retbaense DSM 5692"	dret485915
"Desulfomicrobium baculatum DSM 4028"	dbac525897
"Desulfomicrobium escambiense DSM 10707"	gcf_000428825
"Desulfomonile tiedjei DSM 6799"	dtie706587
"Desulfonatronospira thiodismutans ASO3-1"	gcf_000174435
"Desulfonatronovibrio hydrogenovorans DSM 9292"	gcf_000686525
"Desulfonatronum lacustre DSM 10312"	gcf_000519265
"Desulforegula conservatrix Mb1Pa"	gcf_000426225
"Desulfospira joergensenii DSM 10085"	gcf_000420085
"Desulfosporosinus acidiphilus SJ4"	daci646529
"Desulfosporosinus meridiei DSM 13257"	dmer768704
"Desulfosporosinus orientis DSM 765"	dori768706
"Desulfosporosinus sp. OT"	dsp913865
"Desulfosporosinus youngiae DSM 17734"	dyou768710
"Desulfotalea psychrophila LSv54"	dpsy177439
"Desulfotignum balticum DSM 7044"	gcf_000421285
"Desulfotomaculum acetoxidans DSM 771"	dace485916
"Desulfotomaculum alcoholivorax DSM 16058"	gcf_000430885
"Desulfotomaculum alkaliphilum DSM 12257"	gcf_000711975
"Desulfotomaculum carboxydivorans CO-1-SRB"	dcar868595
"Desulfotomaculum gibsoniae DSM 7213"	dgib767817
"Desulfotomaculum hydrothermale Lam5 = DSM 18033"	dhyd1121428
"Desulfotomaculum kuznetsovii DSM 6115"	dkuz760568
"Desulfotomaculum nigrificans DSM 574"	dnig696369
"Desulfotomaculum reducens MI-1"	dred349161
"Desulfotomaculum ruminis DSM 2154"	drum696281
"Desulfotomaculum thermocisternum DSM 10259"	gcf_000686645
"Desulfovermiculus halophilus DSM 18834"	gcf_000620765
"Desulfovibrio acrylicus DSM 10141"	gcf_000422525
"Desulfovibrio aespoeensis Aspo-2"	daes643562
"Desulfovibrio africanus Walvis Bay"	dafr690850
"Desulfovibrio alaskensis G20"	dala207559
"Desulfovibrio alcoholivorans DSM 5433"	gcf_000702665
"Desulfovibrio alkalitolerans DSM 16529"	gcf_000422245
"Desulfovibrio aminophilus DSM 12254"	gcf_000422565
"Desulfovibrio bastinii DSM 16055"	gcf_000429985
"Desulfovibrio cf. magneticus IFRC170"	gcf_000526455
"Desulfovibrio cuneatus DSM 11391"	gcf_000430005
"Desulfovibrio desulfuricans desulfuricans ATCC 27774"	ddes525146
"Desulfovibrio desulfuricans ND132"	ddes641491
"Desulfovibrio frigidus DSM 17176"	gcf_000711735
"Desulfovibrio fructosivorans JJ"	gcf_000179555
"Desulfovibrio gigas DSM 1382 = ATCC 19364"	dgig1121448
"Desulfovibrio hydrothermalis AM13 = DSM 14728"	gcf_000331025
"Desulfovibrio inopinatus DSM 10711"	gcf_000429305
"Desulfovibrio longus DSM 6739"	gcf_000420485
"Desulfovibrio magneticus RS-1"	dmag573370
"Desulfovibrio oxyclinae DSM 11498"	gcf_000375485
"Desulfovibrio piezophilus C1TLV30"	dpie1322246
"Desulfovibrio piger ATCC 29098"	gcf_000156375
"Desulfovibrio putealis DSM 16056"	gcf_000429325
"Desulfovibrio salexigens DSM 2638"	dsal526222
"Desulfovibrio sp. 3_1_syn3"	dsp457398-hmp
"Desulfovibrio sp. 6_1_46AFAA"	dsp665942-hmp
"Desulfovibrio sp. A2"	dsp298701
"Desulfovibrio vulgaris DP4"	dvul391774
"Desulfovibrio vulgaris Hildenborough"	dvul882
"Desulfovibrio vulgaris Miyazaki F"	dvul883
"Desulfovibrio vulgaris RCH1"	dvul573059
"Desulfovibrio zosterae DSM 11974"	gcf_000425265
"Desulfovirgula thermocuniculi DSM 16036"	gcf_000429345
"Desulfurella acetivorans A63"	gcf_000517565
"Desulfurispirillum indicum S5"	dind653733
"Desulfurispora thermophila DSM 16022"	gcf_000376385
"Desulfurivibrio alkaliphilus AHT2"	dalk589865
"Desulfurobacterium thermolithotrophum DSM 11699"	dthe868864
"Desulfurococcus fermentans DSM 16532"	dfer768672
"Desulfurococcus kamchatkensis 1221n"	dkam490899
"Desulfurococcus mucosus DSM 2162"	dmuc765177
"Desulfuromonas acetoxidans DSM 684"	dace281689
"Dethiobacter alkaliphilus AHT 1"	dalk555088
"Dethiosulfovibrio peptidovorans DSM 11002"	gcf_000172975
"Dethiosulfovibrio peptidovorans DSM 11002"	dpep469381
"Devosia riboflavina"	gcf_000743575
"Dialister invisus DSM 15470"	dinv592028-hmp
"Dialister micraerophilus DSM 19965"	dmic888062-hmp
"Dialister microaerophilus UPII 345-E"	dmic910314-hmp
"Dialister succinatiphilus YIT 11850"	dsuc742743-hmp
"Dichelobacter nodosus VCS1703A"	dnod246195
"Dickeya dadantii 3937"	ddad198628
"Dickeya dadantii Ech586"	ddad590409
"Dickeya dadantii Ech703"	ddad579405
"Dickeya solani IPO 2222"	gcf_000400795
"Dickeya zeae Ech1591"	dzea561229
"Dictyoglomus thermophilum H-6-12"	dthe309799
"Dictyoglomus turgidum DSM 6724"	dtur515635
"Dielma fastidiosa"	gcf_000313565
"Dietzia alimentaria 72"	gcf_000226215
"Dietzia cinnamea P4"	gcf_000186325
"Dinoroseobacter shibae DFL 12 = DSM 16493"	dshi398580
"Diplorickettsia massiliensis 20B"	gcf_000257395
"Diplosphaera colitermitum TAV2"	gcf_000171235
"Dokdonia donghaensis DSW-1"	gcf_000769435
"Dokdonia sp. 4H-3-7-5"	ksp983548
"Dokdonia sp. MED134"	gcf_000152925
"Dolichospermum circinale AWQC310F"	gcf_000426925
"Dolosigranulum pigrum ATCC 51524"	dpig883103-hmp
"Dorea formicigenerans 4_6_53AFAA"	dfor742765-hmp
"Dorea longicatena DSM 13814"	gcf_000154065
"Draconibacterium orientale"	gcf_000626635
"Drosophila melanogaster"	fly
"Duganella zoogloeoides ATCC 25935"	gcf_000383895
"Dyadobacter alkalitolerans DSM 23607"	gcf_000428845
"Dyadobacter crusticola DSM 16708"	gcf_000701505
"Dyadobacter fermentans DSM 18053"	dfer471854
"Dyadobacter tibetensis Y620-1"	gcf_000566685
"Dyella ginsengisoli LA-4"	gcf_000334915
"Dyella japonica A8"	gcf_000725385
"Dyella jiangningensis"	gcf_000632805
"Dysgonomonas capnocytophagoides DSM 22835"	gcf_000426485
"Dysgonomonas gadei ATCC BAA-286"	dgad742766-hmp
"Dysgonomonas mossii DSM 22836"	dmos742767-hmp
"Echinicola pacifica DSM 19836"	gcf_000373245
"Echinicola vietnamensis DSM 17526"	evie926556
"Ectothiorhodospira sp. PHS-1"	esp519989
"Edaphobacter aggregans DSM 19364"	gcf_000745965
"Edwardsiella ictaluri 93-146"	eict634503
"Edwardsiella tarda ATCC 15947 = NBRC 105688"	etar1216965
"Edwardsiella tarda ATCC 23685"	etar500638-hmp
"Edwardsiella tarda C07-087"	etar1288122
"Edwardsiella tarda EIB202"	etar498217
"Edwardsiella tarda FL6-60"	etar718251
"Effusibacillus pohliae DSM 22757"	gcf_000376225
"Eggerthella lenta DSM 2243"	elen479437
"Eggerthella sp. 1_3_56FAA"	esp665943-hmp
"Eggerthella sp. HGA1"	esp910311-hmp
"Eggerthella sp. YY7918"	esp502558
"Eggerthia catenaformis OT 569 = DSM 20559"	ecat999415-hmp
"Ehrlichia canis Jake"	ecan269484
"Ehrlichia chaffeensis Arkansas"	echa205920
"Ehrlichia muris AS145"	emur1423892
"Ehrlichia ruminantium Gardel"	erum302409
"Ehrlichia ruminantium Welgevonden"	erum254945
"Ehrlichia sp. HF"	gcf_000632845
"Eikenella corrodens ATCC 23834"	gcf_000158615
"Elizabethkingia anophelis NUHP1"	gcf_000495935
"Elizabethkingia sp. BM10"	gcf_000955665
"Elusimicrobium minutum Pei191"	emin445932
"Empedobacter brevis NBRC 14943 = ATCC 43319"	gcf_000382425
"Emticicia oligotrophica DSM 17448"	eoli929562
"endosymbiont of Acanthamoeba sp. UWC8"	gcf_000730245
"endosymbiont of Llaveia axin axin"	gcf_000709555
"endosymbiont of Tevnia jerichonana (vent Tica)"	eof1049564
"endosymbiont of unidentified scaly snail isolate Monju"	gcf_000801295
"Endozoicomonas elysicola"	gcf_000710775
"Endozoicomonas montiporae"	gcf_000722565
"Endozoicomonas numazuensis"	gcf_000722635
"Enhydrobacter aerosaccus SK60"	eaer553217-hmp
"Enorma massiliensis phI"	gcf_000311845
"Ensifer adhaerens OV14"	gcf_000583045
"Ensifer sojae CCBAU 05684"	gcf_000261485
"Enterobacter aerogenes EA1509E"	eaer935296
"Enterobacter aerogenes KCTC 2190"	eaer1028307
"Enterobacter asburiae LF7a"	easb640513
"Enterobacter cancerogenus ATCC 35316"	ecan500639-hmp
"Enterobacter cloacae cloacae ATCC 13047"	eclo716541
"Enterobacter cloacae cloacae ENHKU01"	eclo1211025
"Enterobacter cloacae cloacae NCTC 9394"	eclo718254
"Enterobacter cloacae dissolvens SDM"	eclo1104326
"Enterobacter cloacae EcWSU1"	eclo1045856
"Enterobacter hormaechei hormaechei ATCC 49162"	ehor888063-hmp
"Enterobacter lignolyticus SCF1"	elig701347
"Enterobacter mori LMG 25706"	emor980518
"Enterobacter sp. 638"	esp399742
"Enterobacter sp. Ag1"	esp1202448
"Enterobacter sp. R4-368"	esp1166130
"Enterobacteriaceae bacterium 9_2_54FAA"	ebac469613-hmp
"Enterobacteriaceae bacterium strain FGI 57"	ebac693444
"Enterococcus asini ATCC 700915"	gcf_000407365
"Enterococcus casseliflavus ATCC 12755"	ecas888066-hmp
"Enterococcus casseliflavus EC20"	ecas565655
"Enterococcus cecorum DSM 20682 = ATCC 43198"	gcf_000407565
"Enterococcus columbae DSM 7374 = ATCC 51263"	gcf_000406925
"Enterococcus dispar ATCC 51266"	gcf_000407585
"Enterococcus durans FB129-CNAB-4"	edur883162-hmp
"Enterococcus durans IPLA 655"	edur1288492
"Enterococcus faecalis 599"	efae1134784
"Enterococcus faecalis 62"	efae936153
"Enterococcus faecalis ATCC 29200"	efae525271-hmp
"Enterococcus faecalis D32"	efae1206105
"Enterococcus faecalis DAPTO 512"	efae749489-hmp
"Enterococcus faecalis DAPTO 516"	efae749490-hmp
"Enterococcus faecalis EnGen0297"	efae491075-hmp
"Enterococcus faecalis EnGen0311"	efae749509-hmp
"Enterococcus faecalis ERV116"	efae1134786
"Enterococcus faecalis ERV31"	efae1134789
"Enterococcus faecalis ERV41"	efae1134791
"Enterococcus faecalis ERV62"	efae1134792
"Enterococcus faecalis ERV63"	efae1134793
"Enterococcus faecalis ERV68"	efae1134795
"Enterococcus faecalis HIP11704"	efae565646
"Enterococcus faecalis OG1RF"	efae474186
"Enterococcus faecalis R712"	efae699186-hmp
"Enterococcus faecalis S613"	efae699185-hmp
"Enterococcus faecalis Symbioflor 1"	efae1261557
"Enterococcus faecalis T1"	efae565636
"Enterococcus faecalis T11"	efae565640
"Enterococcus faecalis T2"	efae565637
"Enterococcus faecalis TUSoD Ef11"	efae553209-hmp
"Enterococcus faecalis TX0012"	efae749496-hmp
"Enterococcus faecalis TX0017"	efae749497-hmp
"Enterococcus faecalis TX0027"	efae749498-hmp
"Enterococcus faecalis TX0031"	efae749499-hmp
"Enterococcus faecalis TX0043"	efae749500-hmp
"Enterococcus faecalis TX0102"	efae749501-hmp
"Enterococcus faecalis TX0104"	efae491074-hmp
"Enterococcus faecalis TX0109"	efae749502-hmp
"Enterococcus faecalis TX0309A"	efae749503-hmp
"Enterococcus faecalis TX0309B"	efae749504-hmp
"Enterococcus faecalis TX0312"	efae749505-hmp
"Enterococcus faecalis TX0411"	efae749506-hmp
"Enterococcus faecalis TX0470"	efae749507-hmp
"Enterococcus faecalis TX0630"	efae749508-hmp
"Enterococcus faecalis TX0645"	efae749510-hmp
"Enterococcus faecalis TX0855"	efae749511-hmp
"Enterococcus faecalis TX0860"	efae749512-hmp
"Enterococcus faecalis TX1302"	efae749513-hmp
"Enterococcus faecalis TX1322"	efae525278-hmp
"Enterococcus faecalis TX1341"	efae749514-hmp
"Enterococcus faecalis TX1342"	efae749515-hmp
"Enterococcus faecalis TX1346"	efae749516-hmp
"Enterococcus faecalis TX1467"	efae749517-hmp
"Enterococcus faecalis TX2134"	efae749518-hmp
"Enterococcus faecalis TX2137"	efae749491-hmp
"Enterococcus faecalis TX2141"	efae749492-hmp
"Enterococcus faecalis TX4000"	efae749493-hmp
"Enterococcus faecalis TX4244"	efae749494-hmp
"Enterococcus faecalis TX4248"	efae749495-hmp
"Enterococcus faecalis V583"	efae226185
"Enterococcus faecium 1,230,933"	efae565656
"Enterococcus faecium 1,231,408"	efae565661
"Enterococcus faecium 1,231,410"	efae565660
"Enterococcus faecium 503"	efae1134804
"Enterococcus faecium 505"	efae1134806
"Enterococcus faecium 511"	efae1134810
"Enterococcus faecium 514"	efae1134812
"Enterococcus faecium 515"	efae1134813
"Enterococcus faecium Aus0004"	efae1155766
"Enterococcus faecium Aus0085"	efae1305849
"Enterococcus faecium C497"	efae1134815
"Enterococcus faecium Com12"	efae565662
"Enterococcus faecium Com15"	efae565663
"Enterococcus faecium D344SRF"	efae565665
"Enterococcus faecium DO"	efae333849-hmp
"Enterococcus faecium E1071"	efae535205
"Enterococcus faecium E1636"	efae544875
"Enterococcus faecium E417"	efae1134817
"Enterococcus faecium E4452"	efae933356
"Enterococcus faecium EnGen0001"	efae1138898
"Enterococcus faecium EnGen0004"	efae1138892
"Enterococcus faecium EnGen0005"	efae1138880
"Enterococcus faecium EnGen0007"	efae1138900
"Enterococcus faecium EnGen0008"	efae1138887
"Enterococcus faecium EnGen0009"	efae1138896
"Enterococcus faecium EnGen0010"	efae1138882
"Enterococcus faecium EnGen0012"	efae1138881
"Enterococcus faecium EnGen0017"	efae1138889
"Enterococcus faecium EnGen0019"	efae1138886
"Enterococcus faecium EnGen0020"	efae1138897
"Enterococcus faecium EnGen0024"	efae1138915
"Enterococcus faecium EnGen0026"	efae1138917
"Enterococcus faecium EnGen0030"	efae1138922
"Enterococcus faecium EnGen0033"	efae1138916
"Enterococcus faecium EnGen0034"	efae1138920
"Enterococcus faecium EnGen0036"	efae1138913
"Enterococcus faecium EnGen0038"	efae1138921
"Enterococcus faecium EnGen0039"	efae1138909
"Enterococcus faecium EnGen0040"	efae1138910
"Enterococcus faecium EnGen0050"	efae1138932
"Enterococcus faecium EnGen0051"	efae1138931
"Enterococcus faecium EnGen0054"	efae1138930
"Enterococcus faecium EnGen0056"	efae1138924
"Enterococcus faecium EnGen0057"	efae1138934
"Enterococcus faecium ERV161"	efae1134821
"Enterococcus faecium ERV38"	efae1134825
"Enterococcus faecium ERV69"	efae1134826
"Enterococcus faecium NRRL B-2354"	efae1104325
"Enterococcus faecium P1137"	efae1134829
"Enterococcus faecium P1139"	efae1134830
"Enterococcus faecium R497"	efae1134837
"Enterococcus faecium R501"	efae1134839
"Enterococcus faecium TX0082"	efae749520-hmp
"Enterococcus faecium TX0133A"	efae749521-hmp
"Enterococcus faecium TX0133a01"	efae749522-hmp
"Enterococcus faecium TX0133a04"	efae749523-hmp
"Enterococcus faecium TX0133B"	efae749524-hmp
"Enterococcus faecium TX0133C"	efae749525-hmp
"Enterococcus faecium TX1330"	efae525279-hmp
"Enterococcus gilvus ATCC BAA-350"	gcf_000407545
"Enterococcus haemoperoxidus ATCC BAA-382"	gcf_000407165
"Enterococcus hirae ATCC 9790"	ehir768486
"Enterococcus italicus DSM 15952"	eita888064-hmp
"Enterococcus malodoratus ATCC 43197"	gcf_000407185
"Enterococcus mundtii QU 25"	emun1300150
"Enterococcus pallens ATCC BAA-351"	gcf_000407485
"Enterococcus phoeniculicola ATCC BAA-412"	gcf_000407505
"Enterococcus saccharolyticus 30_1"	esac742813-hmp
"Enterococcus sp. 7L76"	esp657310
"Enterococcus sp. GMD4E"	esp1169668
"Enterococcus sulfureus ATCC 49903"	gcf_000407605
"Enterorhabdus caecimuris B7"	gcf_000403355
"Enterorhabdus mucosicola DSM 19490"	gcf_000422625
"Enterovibrio calviensis 1F-211"	gcf_000286895
"Enterovibrio calviensis DSM 14347"	gcf_000621165
"Entomoplasma lucivorax ATCC 49196"	gcf_000518285
"Entomoplasma luminosum ATCC 49195"	gcf_000526855
"Entomoplasma melaleucae ATCC 49191"	gcf_000685885
"Entomoplasma somnilux ATCC 49194"	gcf_000526835
"Epilithonimonas lactis"	gcf_000735105
"Epulopiscium sp. N.t. morphotype B"	esp420336
"Eremococcus coleocola ACS-139-V-Col8"	ecol908337-hmp
"Erwinia amylovora ATCC 49946"	eamy716540
"Erwinia amylovora CFBP1430"	eamy665029
"Erwinia billingiae Eb661"	ebil634500
"Erwinia mallotivora"	gcf_000590885
"Erwinia oleae"	gcf_000770305
"Erwinia pyrifoliae DSM 12163"	epyr644651
"Erwinia pyrifoliae Ep1/96"	epyr634499
"Erwinia sp. Ejp617"	esp215689
